"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Characteristics:Назначение;Weight;Length;Width;Height;"SEO title";"SEO descr";"SEO keywords";"FB title";"FB descr";Url
293111810206;;P010;;"Корзины;Подарочные корзины;Пикниковые корзины;Для активного отдыха;Стильные плетеные аксессуары";"Подарочная корзина Пьемонт";"Плетеное дно, вместительность и прочность — вот фишки этой корзины. Она популярна для подарков коллегам и родственникам на свадьбу.<br /><br />Размеры: дно 28 х19 см, высота 13-17 см, высота с ручкой 50 см.<strong></strong><strong></strong><br />Материал: цельный ивовый прут.";"<strong>Размеры</strong>: дно 28 х19 см, высота 13-17 см, высота с ручкой 50 см.<strong></strong><strong></strong><br /><strong>Материал</strong>: цельный ивовый прут.";"https://static.tildacdn.com/tild3638-3765-4166-a234-323261363736/-.JPG https://static.tildacdn.com/tild3461-6364-4539-b336-363336373137/--.JPG";1850.00;;;;;X2XirEjiGYGkoUpNKDuV;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-293111810206-podarochnaya-korzina-pemont
889219843478;;Р011;;"Корзины;Подарочные корзины";"Корзина ажурная Радость";"Круглая корзина с ажурным верхом и высокой ручкой отлично подойдет под фрукты, цветы, косметику.<br /><br />Размеры: диаметр низа 20 см, диаметр верха 35 см, высота 17 см.<br />Материалы: цельный ивовый прут.";"<strong>Размеры</strong>: диаметр низа 20 см, диаметр верха 35 см, высота 17 см.<br /><strong>Материалы</strong>: цельный ивовый прут.";https://static.tildacdn.com/tild6164-3666-4662-b934-363965306438/noroot.JPG;1990.00;;;;;mXc5zO86XiGZs49ENRZv;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-889219843478-korzina-azhurnaya-radost
723749051661;;P003;;"Подарочные корзины;Корзины";"Подарочная корзина Весенняя";"Небольшая изящная корзинка, идеально подходящая под цветочные или фруктовые композиции. Хороший вариант для оформления свадебного презента.<br /><br />Размеры: 32х19 см, высота без ручки 28 см, высота с ручкой: 80 см.<br />Материалы: цельный ивовый прут.";"<strong>Размеры</strong>: 32х19 см, высота без ручки 28 см, высота с ручкой: 80 см.<br /><strong>Материалы</strong>: цельный ивовый пру";https://static.tildacdn.com/tild6432-3737-4039-a263-316162353537/400.JPG;1200.00;;;;;kVVZXT99trCTo43XJKcl;;;0;0;0;0;;;;;;https://uralbasket.ru/tproduct/777351052-723749051661-podarochnaya-korzina-vesennyaya
238249421174;;P006;;"Подарочные корзины";"Подарочная корзина Колокольчик";"Узкая подарочная корзина, подходит для цветов и косметики.<br /><br />Размеры: диаметр 20х25 см, высота без ручки 24 см, высота с ручкой 69 см.<br />Материалы: цельный ивовый прут.";"<strong>Размеры</strong>: диаметр 20х25 см, высота без ручки 24 см, высота с ручкой 69 см.<br /><strong>Материалы</strong>: цельный ивовый прут.";https://static.tildacdn.com/tild3935-3664-4163-b966-663739356434/400.JPG;1200.00;;;;;fnUA1zV8emTDurRyziB6;;;0;0;0;0;;;;;;https://uralbasket.ru/tproduct/777351052-238249421174-podarochnaya-korzina-kolokolchik
370905877226;;P014;;"Корзины;Подарочные корзины;Для хранения вещей";"Подарочная корзина Круглая средняя";"Корзина, с которой легко дарить мечты! Для тех, кто ценит уютные вещицы.<br /><br />Размеры: диаметр дна 17 см, диаметр верха 23 см, высота без ручки 10 см.<br />Материалы: цельный ивовый прут.";"<strong>Размеры</strong>: диаметр дна 17 см, диаметр верха 23 см, высота без ручки 10 см.<br /><strong>Материалы</strong>: цельный ивовый прут.";https://static.tildacdn.com/tild3734-3564-4334-b030-316239313030/400.JPG;890.00;;;;;VcoGVszY1n1Kzt4CNtSJ;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-370905877226-podarochnaya-korzina-kruglaya-srednyaya
335694259431;;P015;;"Корзины;Подарочные корзины;Для хранения вещей";"Подарочная корзина Овальная средняя";"Отлично подходит для оформления сладких подарков.<br /><br />Размеры: основа 20х30 см, высота без ручки 10 см.<br />Материалы: цельный ивовый прут, фанерное дно.";"<strong>Размеры</strong>: основа 20х30 см, высота без ручки 10 см.<br /><strong>Материалы</strong>: цельный ивовый прут, фанерное дно.";https://static.tildacdn.com/tild3130-3066-4434-b136-303836383966/400.JPG;890.00;;;;;1IVOIyrCuSyPf7CkOeZP;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-335694259431-podarochnaya-korzina-ovalnaya-srednyaya
960278660774;;P016;;"Корзины;Подарочные корзины";"Подарочная корзина Подарочная большая";"Корзина для тех, кто готовит внушительный презент!<br /><br />Размеры: диаметр дна 21 см, диаметр верха 35 см, высота без ручки 17 см.<br />Материалы: цельный ивовый прут.";"<strong>Размеры</strong>: диаметр дна 21 см, диаметр верха 35 см, высота без ручки 17 см.<br /><strong>Материалы</strong>: цельный ивовый прут.";https://static.tildacdn.com/tild6337-6238-4434-b439-613934333665/400.JPG;1590.00;;;;;gyEnyparO4KNsdZF70bk;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-960278660774-podarochnaya-korzina-podarochnaya-bolsha
973130862447;;P017;;"Корзины;Подарочные корзины;Для хранения вещей";"Подарочная корзина Кузовок";"Корзинка как из сказки: ее особенно хорошо наполнить печеньем и сладостями.<br /><br />Размеры<strong></strong><strong></strong>: дно 20х30 см, высота без ручки 10 см.<br />Материалы: цельный ивовый прут, фанерное дно.";"<strong>Размеры</strong>: дно 20х30 см, высота без ручки 10 см.<br /><strong>Материалы</strong>: цельный ивовый прут, фанерное дно.";https://static.tildacdn.com/tild6338-3732-4237-b933-653032653565/400.JPG;900.00;;;;;z9naR3UoJpSeaagDmBDy;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-973130862447-podarochnaya-korzina-kuzovok
448811316010;;Р018;;"Корзины;Подарочные корзины;Пасхальные";Колобок;"Небольшая корзина<br />Размеры: диаметр верха 22 см, высота 20 см.<br />";"<strong>Размеры</strong>: диаметр верха 22 см, высота 20 см.";https://static.tildacdn.com/tild6237-3734-4663-a562-303265303730/400.JPG;1450.00;;;;;YSfVZ77x22kvXMJLJPiG;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-448811316010-kolobok
818578737557;;Р020;;"Корзины;Подарочные корзины;Пасхальные";Каса;"Небольшая корзина<br />Размеры: дно 22 см. Верх 25х25 см. Высота 18 см.<br />";"<strong>Размеры</strong>: дно 22 см. Верх 25х25 см. Высота 18 см.";https://static.tildacdn.com/tild3635-3631-4330-b337-623031306362/400.JPG;1490.00;;;;;6sFNxz8GzrCTCE898BfF;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-818578737557-kasa
831308468376;;Р023;;"Корзины;Подарочные корзины;Для детей;Для дома и дачи;Хозяйственные корзины";Козетта;"Корзина<br />Размеры: дно 63х40 см, верх 75х48 см, высота 17-35 см.<br />Материалы: цельный ивовый прут.<br /><br />";"<strong>Размеры</strong>: дно 63х40 см, верх 75х48 см, высота 17-35 см.<br /><strong>Материалы</strong>: цельный ивовый прут.<br />";"https://static.tildacdn.com/tild6432-6236-4434-b930-303430643563/400.JPG https://static.tildacdn.com/tild3762-3663-4539-b061-653061366338/2400.JPG";3490.00;;;;;92vzGykhfYnJobzlIusz;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-831308468376-kozetta
367773109412;;Р024;;"Корзины;Для детей;Торговое оборудование;Интерьер и дизайн";"Плетеный накопитель Тура";"Корзина большая<br />Размеры: <strong></strong>дно 35 см, верх 55 см, высота: 45 см.<br />Материалы: цельный ивовый прут, фанерное дно.<br />";"<strong>Размеры:</strong> <strong></strong>дно 35 см, верх 55 см, высота: 45 см.<br /><strong>Материалы</strong>: цельный ивовый прут, фанерное дно.";https://static.tildacdn.com/tild6563-3538-4236-b438-313464643831/400.JPG;4590.00;;;;;37bBYOXSsgKxiN8O78NV;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-367773109412-pletenii-nakopitel-tura
147818757656;;CK003;;"Корзины;Хозяйственные корзины;Пикниковые корзины;Для дома и дачи";Боровинка;"Средняя корзина<br /><br />Размеры: дно: 28х18 см. Высота без ручки: 24 см. Высота с ручкой: 43 см.<br />Материал: цельный ивовый прут.<br /><br />";"Средняя корзина, которая отлично пройдет как для похода в лес за грибами, так и для поездки на дачу за фруктами-овощами. Красивая, вместительная и прочная. <br /><br /><strong>Размеры</strong>: дно: 28х18 см. Высота без ручки: 24 см. Высота с ручкой: 43 см.<br /><strong>Материал</strong>: цельный ивовый прут.<br /><br />";https://static.tildacdn.com/tild3934-3532-4731-a361-376366393639/400.JPG;1990.00;;;;;daUbB3DpPtrMmICTMfEa;;;0;0;0;0;"Плетеная корзина Боровинка";"Плетеная корзина Боровинка - идеальна для похода за грибами или ягодами, сбора фруктов и овощей на даче. Подойдет для подарка.";;;;https://uralbasket.ru/baskets/tproduct/777339253-147818757656-borovinka
842346009979;;CK004;;"Корзины;Хозяйственные корзины;Для дома и дачи";Урожай;"Большая корзина. <br /><br />Размеры: дно: 45х27 см. Верх: 53х40 см. Высота: 23 см.<br />Материал: цельный ивовый прут. <br /><br />";"Это корзина, в которую поместится всё! Идеально подходит для сбора урожая и перевозки его с дачи и для хранения крупных вещей.<br /><br /><strong>Размеры</strong>: дно: 45х27 см. Верх: 53х40 см. Высота: 23 см.<br /><strong>Материал</strong>: цельный ивовый прут.";https://static.tildacdn.com/tild6532-3763-4633-a532-663737353630/400.JPG;3300.00;;;;;fn84NYZBJs0XamdsD8Xm;;;0;0;0;0;"Большая плетеная корзина Урожай";"Большая плетеная корзина Урожай из лозы. Подходит для перевозки фруктов и овощей, хранения крупных предметов.";;;;https://uralbasket.ru/baskets/tproduct/777339253-842346009979-urozhai
241821041720;;CK005;;"Корзины;Хозяйственные корзины;Пикниковые корзины;Для активного отдыха";Кантина;"Большая корзина с двумя ручками. <br /><br />Размеры: дно: 32х22 см. Верх: 37х27 см. Высота: 45 см.<br />Материал: цельный ивовый прут, металлическая проволока для крепления ручек. <br /><br />";"Большая корзина с двумя ручками и крышкой. Вы удивитесь, как много она вмещает! <br /><br /><strong>Размеры</strong>: дно: 32х22 см. Верх: 37х27 см. Высота: 45 см.<br /><strong>Материал</strong>: цельный ивовый прут, металлическая проволока для крепления ручек.<br />";"https://static.tildacdn.com/tild3235-3035-4634-b633-613838353733/400.JPG https://static.tildacdn.com/tild3165-3134-4061-b066-313563386563/2400.JPG";4890.00;;;;;6ajvSyNIA7954ypplBZr;;;0;0;0;0;"Плетеная корзина с двумя ручками Кантина";"Большая плетеная корзина с двумя ручками и крышкой Кантина. Лоза. Ручная работа.";;;;https://uralbasket.ru/baskets/tproduct/777339253-241821041720-kantina
979817797074;;П004;;"Для животных;Корзины";Патриция;"Корзина для кошки <br /><br />Размеры: 52х37 см, высота 10-20 см. <br />Материал: цельный ивовый прут, фанера.";"Плетеная лежанка для кошки. Добавьте подушку или плед - и идеальное место для отдыха вашего кота или кошки готово! Такая плетеная корзина легко вписывается практически в любой интерьер. <br />Только натуральные материалы + ручная работа = прочность и красота. <br /><br /><strong>Размеры</strong>: 52х37 см, высота 10-20 см.<br /><strong>Материал</strong>: цельный ивовый прут, фанера.";https://static.tildacdn.com/tild3666-3131-4239-b736-343833393636/IMG_0485.jpeg;3990.00;;;;;YuxHCi0PvMka0CsJhStr;;;0;0;0;0;"Плетеная лежанка для кошки";"Плетеная корзина для кошек. Натуральные материалы, ручная работа. Прочная, красивая и нравится котикам!";;;;https://uralbasket.ru/tproduct/777366245-979817797074-patritsiya
187673563994;;CK005;;"Корзины;Хозяйственные корзины;Для хранения вещей;Подарочные корзины";Жасмин;"Круглая корзина с косой. <br /><br />Размеры: диаметр низа 21 см, диаметр верха 35 см, высота 26 см, высота с ручкой 40 см.<br />Материал: цельный ивовый прут.";"Круглая корзина с косой - очаровательная и удобная. Подойдет для прогулки в лес или для хранения вещей дома. <br /><br />Размеры: диаметр низа 21 см, диаметр верха 35 см, высота 26 см, высота с ручкой 40 см.<br />Материал: цельный ивовый прут.";"https://static.tildacdn.com/tild3961-3538-4636-a338-393237643765/Jasmin2.JPG https://static.tildacdn.com/tild3736-3530-4462-b465-646566303530/Jasmin1.jpeg";2450.00;;;;;fXKnI40YXYmIS8Xycgev;;;0;0;0;0;"Круглая плетеная корзина с ручкой Жасмин.";"Круглая корзина с ручкой. Натуральный материал - лоза. Ручная работа.";;;;https://uralbasket.ru/baskets/tproduct/777339253-187673563994-zhasmin
901651232126;;H002;;"Корзины;Для хранения вещей;Для животных";"Большая круглая корзина Солнце";"<strong>Размеры</strong>: диаметр дна 45 см, диаметр верха 57 см. Высота 20 см.<br /><strong>Материалы</strong>: цельный ивовый прут, фанерное дно.";"В эту корзину поместится всё!<br /><br /><strong>Размеры</strong>: диаметр дна 45 см, диаметр верха 57 см. Высота 20 см.<br /><strong>Материалы</strong>: цельный ивовый прут, фанерное дно.";"https://static.tildacdn.com/tild3730-3333-4233-b735-363531373764/photo.jpg https://static.tildacdn.com/tild3164-6138-4935-a237-333564653033/2.jpg";2890.00;;;;;peGMLne6fX64KcutLBKf;;;0;0;0;0;"Большая круглая плетеная корзина";"Большая круглая плетеная корзина - ручная работа, лоза.";;;;https://uralbasket.ru/baskets/tproduct/777339253-901651232126-bolshaya-kruglaya-korzina-solntse
243534891431;;;;"Колыбели и люльки";"Стойка деревянная для подвесной колыбели";"Выдерживает <strong>до 85 кг.</strong> <br /><strong>Размеры</strong>: 1м х 1.5м в основании, 2 м высота.";"Выдерживает <strong>до 85 кг</strong>.<br /><strong>Размеры</strong>: 1м х 1.5м в основании, 2 м высота.";https://static.tildacdn.com/tild6332-3865-4636-b431-396237636636/photo_2020-10-08_21-.jpg;6290.00;;;;;APiZa5YDTcGn1YKSJVLv;;;0;0;0;0;;;;;;https://uralbasket.ru/craddle/tproduct/578720792-243534891431-stoika-derevyannaya-dlya-podvesnoi-kolib
496143870701;;Р031;;"Корзины;Хозяйственные корзины;Для дома и дачи;Для хранения вещей;Пикниковые корзины";Хозяюшка;"Средняя корзина с продольной ручкой. <br /><br /><strong>Размеры</strong>: дно 36х26 см, верх 37х28 см. Высота 18 см, высота с ручкой 26 см.<br />";"Средняя корзина с продольной ручкой.<br /><br /><strong>Размеры</strong>: дно 36х26 см, верх 37х28 см. Высота 18 см, высота с ручкой 26 см.";"https://static.tildacdn.com/tild3632-3064-4436-b365-623438386632/IMG_1323.jpeg https://static.tildacdn.com/tild3361-3263-4635-a165-323931306230/IMG_1321.jpeg";2300.00;;;;;EHAlNomPcTEey5Ai5K0y;;;0;0;0;0;"Средняя плетеная корзина с продольной ручкой Хозяюшка";"Средняя плетеная корзина с продольной ручкой Хозяюшка";;;;https://uralbasket.ru/baskets/tproduct/777339253-496143870701-hozyayushka
829574490681;;Р032;;"Корзины;Подарочные корзины";"Прямоугольная корзина Конни";"<strong>Размеры:</strong> 24х15 см, высота бортика11 см.<br /><strong>Материал:</strong> цельный ивовый прут.";"<strong></strong><strong>Размеры:</strong> 24х15 см, высота бортика11 см.<br /><strong>Материал:</strong> цельный ивовый прут.<br /><br />Отлично подойдет для хранения мелочей или для небольших горшочков с растениями.";"https://static.tildacdn.com/tild3162-3037-4233-b130-656534303035/photo_2021-03-21_12-.jpg https://static.tildacdn.com/tild6163-3034-4431-a139-393435303732/photo_2021-03-21_12-.jpg";1250.00;;;;;y58idgNHnSnTBKSBkc1J;;;0;0;0;0;"Плетеная корзина прямоугольная";"Плетеная корзина прямоугольная. Ручная работа, цельный ивовый прут.";;;;https://uralbasket.ru/baskets/tproduct/777339253-829574490681-pryamougolnaya-korzina-konni
135326936981;;Р033;;"Корзины;Хозяйственные корзины;Необычные для интерьера";"Круглая корзина Арина";"<strong>Размеры:</strong> диаметр низа 22 см, высота 20 см (без ручки). <br /><strong>Материал:</strong> окрашенный ивовый прут.";"<strong>Размеры:</strong> диаметр низа 22 см, высота 20 см (без ручки).<br /><strong>Материал:</strong> окрашенный ивовый прут.";"https://static.tildacdn.com/tild6666-3933-4664-b232-393639363638/photo_2021-03-21_12-.jpg https://static.tildacdn.com/tild3238-6538-4638-a263-323139656366/photo_2021-03-21_12-.jpg";1590.00;;;;;MKHlobH7knRPJC3ZE4xN;;;0;0;0;0;"Круглая темная корзина";"Круглая корзина шоколадного цвета. Ручная работа: сплетено из ивового прута.";;;;https://uralbasket.ru/baskets/tproduct/777339253-135326936981-kruglaya-korzina-arina
608730953321;;OK003;NEW;"Корзины;Хозяйственные корзины;Для дома и дачи;Для хранения вещей";Виола;"Большая плетеная корзина с косой. Идеально для походов за грибами и для поездок на дачу - вместит весь урожай. <br /><strong>Размеры: </strong>дно 34х24 см, верх 47х36 см, высота без ручки 27 см. <br /><strong>Материалы: </strong>цельный ивовый прут. <br />";"Большая плетеная корзина с косой. Идеально для походов за грибами и для поездок на дачу - вместит весь урожай.<br /><strong>Размеры:</strong> дно 34х24 см, верх 47х36 см, высота без ручки 27 см.<br /><strong>Материалы:</strong> цельный ивовый прут.";"https://static.tildacdn.com/tild3935-3135-4431-b935-383565613961/photo_2021-04-13_22-.jpg https://static.tildacdn.com/tild3734-3930-4163-b333-323737383132/photo_2021-04-13_22-.jpg";3050.00;;;;;31dr7lXSD50t2eDmML8y;;;0;0;0;0;"Плетеная корзина Виола из лозы, ручная работа.";"Плетеная корзина Виола из лозы, ручная работа. Большая, вместительная. Прочная ручка. Ручная работа уральских мастеров.";;;;https://uralbasket.ru/baskets/tproduct/777339253-608730953321-viola
988453681701;;Р040;;"Корзины;Хозяйственные корзины;Для детей";Лукошко;"<strong>Размеры</strong>: диаметр верха 25 см, высота 20 см.<br /><strong>Цвет</strong>: темно-зеленый (на фото) // темно-красный.<br /><strong>Материал</strong>: неочищенный ивовый прут, ручка оплетена пластиком.";"<strong>Размеры</strong>: диаметр верха 25 см, высота 20 см.<br /><strong>Цвет</strong>: темно-зеленый (на фото) // темно-красный.<br /><strong>Материал</strong>: неочищенный ивовый прут, ручка оплетена пластиком.";"https://static.tildacdn.com/stor3361-3261-4230-b761-646434343263/58659054.jpg https://static.tildacdn.com/stor3463-3833-4631-b432-356431303266/59880514.jpg";990.00;;;;;0XlzamXhzD2DsIdgyAPr;;Хозяйственные;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-988453681701-lukoshko
807852929881;;Р034;;"Корзины;Хозяйственные корзины;Для активного отдыха;Пикниковые корзины";Матильда;"<strong>Размеры</strong>: дно 30х20 см, высота 25 см.<br /><strong>Материал</strong>: цельный ивовый прут.";"<strong>Размеры</strong>: дно 30х20 см, высота 25 см.<br /><strong>Материал</strong>: цельный ивовый прут.";https://static.tildacdn.com/stor3163-6362-4061-b963-363666343930/79946475.png;2250.00;;;;;tBP8AxvJVUoo30VjjAYi;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-807852929881-matilda
319498235371;;2970;;"Корзины;Хозяйственные корзины;Для дома и дачи";Хозяйственная;"<strong>Размеры</strong>: дно 55х35 см, высота без ручки 16 — 29 см, высота с ручкой — 48 см.<br /><strong>Материалы</strong>: цельный ивовый прут (чищенный и неокоренный).";"<strong>Размеры</strong>: дно 55х35 см, высота без ручки 16 — 29 см, высота с ручкой — 48 см.<br /><strong>Материалы</strong>: цельный ивовый прут (чищенный и неокоренный).";"https://static.tildacdn.com/stor3439-3135-4031-a135-663766303962/54048448.jpg https://static.tildacdn.com/stor3261-3131-4732-a236-313662656433/19075375.jpg";3490.00;;;;;D3zN7uZXPbDOVG1FSb8t;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-319498235371-hozyaistvennaya
403679754511;;Р036;;"Корзины;Хозяйственные корзины;Подарочные корзины";Кларисса;"<strong>Размеры</strong>: 28х18 см, высота 17 см.<br /><strong>Материал</strong>: цельный ивовый прут.";"<strong>Размеры</strong>: 28х18 см, высота 17 см.<br /><strong>Материал</strong>: цельный ивовый прут.";https://static.tildacdn.com/stor6466-6530-4931-a163-336338653365/77651337.png;1790.00;;;;;3HCbOtZvDnd0vFLcLC1K;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-403679754511-klarissa
380306531491;;Р034;;"Корзины;Хозяйственные корзины;Для активного отдыха;Стильные плетеные аксессуары";Прованс;"<strong>Размеры</strong>: дно 30х20 см. Верх 40х30 см. Высота 23 см.";"<strong>Размеры</strong>: дно 30х20 см. Верх 40х30 см. Высота 23 см.";https://static.tildacdn.com/stor3234-3863-4463-b065-616464643664/74975250.jpg;1850.00;;;;;hgsu3visHeMR4cvglnTc;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-380306531491-provans
169248441781;;Р039;;"Корзины;Хозяйственные корзины;Для хранения вещей;Необычные для интерьера";Феличита;"<strong>Размеры</strong>: дно 30х20 см, высота 25 см.";"<strong>Размеры</strong>: дно 30х20 см, высота 25 см.";"https://static.tildacdn.com/stor3130-3962-4266-b137-333436333535/27702663.png https://static.tildacdn.com/stor6338-6130-4464-b439-656338663736/81739214.png";1790.00;;;;;JiCrTSKzV70VJc3hC4PT;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-169248441781-felichita
556915449981;;Р038;;"Корзины;Хозяйственные корзины;Пикниковые корзины;Для хранения вещей;Для активного отдыха";Лилечка;"<strong>Размеры</strong>: дно 32х22 см, верх 44х34 см, высота без ручки 23 см, высота с ручкой 42 см.";"<strong>Размеры</strong>: дно 32х22 см, верх 44х34 см, высота без ручки 23 см, высота с ручкой 42 см.";"https://static.tildacdn.com/stor3637-3932-4339-b433-383362323164/62088584.jpg https://static.tildacdn.com/stor3564-3430-4366-b539-356234333733/51477630.jpg";1750.00;;;;;kHblCuluBPEYPC7d0Tal;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-556915449981-lilechka
133702013711;;Т01;;"Торговое оборудование;Для хранения вещей;Хозяйственные корзины";"Плетеный накопитель Танго";"Размеры: диаметр верха и низа 50 см, диаметр середины 30 см, высота: верх 27 см, низ 53 см.<br />Материалы: цельный ивовый прут";"Размеры: диаметр верха и низа 50 см, диаметр середины 30 см, высота: верх 27 см, низ 53 см.<br />Материалы: цельный ивовый прут";"https://static.tildacdn.com/stor3834-6334-4431-b063-393861363430/64254078.jpg https://static.tildacdn.com/stor3766-6632-4635-b334-393761636532/37555885.jpg";7490.00;;;;;Ubtr2D1rZ89p29VctVKg;;;0;0;0;0;;;;;;https://uralbasket.ru/tradeequipment/tproduct/131243491-133702013711-pletenii-nakopitel-tango
604386362281;;PAULINA;NEW;"Для хранения вещей;Подарочные корзины;Интерьер и дизайн;Необычные для интерьера;Корзины";"Шкатулка Паулина";"<strong>Размеры</strong>: 30х20 см, высота 10 см. Фанерное дно.";"Плетеная шкатулка ручной работы будет одновременно стильной и практичной частью интерьера.#nbsp;""Паулина"" может стать отличным подарком. <br /><br /><strong>Размеры</strong>: 30х20 см, высота 10 см. Фанерное дно. <br />Крышка покрыта плетеным полотном из ивовой ленты.Прорезные ручки по узкой стороне. <br /><br />";https://static.tildacdn.com/stor3939-6465-4066-b937-623033313037/71427584.jpg;2000.00;;;;;8JLaAOnhdBsGzmgSRbri;;;0;0;0;0;;;;;;https://uralbasket.ru/tproduct/777351052-604386362281-shkatulka-paulina
555550347212;;RONDA;;"Корзины;Пикниковые корзины;Для дома и дачи;Для активного отдыха;В наличии";Ронда;"<strong>Размеры</strong>:<br /><strong>Ширина </strong>39 см, <strong>длина </strong>35 см, <strong>высота </strong>26 см.";"Круглая плетеная корзина для пикника и дома.";"https://static.tildacdn.com/stor3038-3638-4537-a435-353736353437/89336017.jpg https://static.tildacdn.com/stor3433-3066-4235-b138-323131313832/34659361.jpg";2900.00;1;;;;PjXrT642RCS7XRjIEiEN;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-555550347212-ronda
710443339982;;AMBER;;"Корзины;Пикниковые корзины;Для дома и дачи;Хозяйственные корзины;Для активного отдыха;Стильные плетеные аксессуары";Янтарная;"<strong>Размеры:</strong><br /><strong>Ширина </strong>45 см, <strong>длина </strong>35 см, <strong>высота </strong>23 см";"Удобная и прочная овальная корзина с ручкой.";"https://static.tildacdn.com/stor3733-3765-4261-b033-303265616235/75116480.jpg https://static.tildacdn.com/stor3962-3739-4235-b636-663463393062/48378748.jpg";3100.00;1;;;;3VThRlgL1RO7BAINLRFV;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-710443339982-yantarnaya
218427569662;;;;"Корзины;Стильные плетеные аксессуары";"Плетёная сумочка Сильвия";"Стильная и изящная плетеная сумочка. Аксессуар, который сделает любой образ утончённым.<br /><br /><strong>Размеры</strong>: высота с ручкой 43 см, верхний диаметр 25 см, нижний диаметр 17 см.<br /><strong>Материал</strong>: цельный ивовый прут.";;"https://static.tildacdn.com/stor3236-3733-4361-a533-356264343832/1cf2f8dcc261c68360ee467b6f4db8d5.jpg https://static.tildacdn.com/stor6238-3337-4337-a538-353534323431/133a516733dd930a013a5859226ed26a.jpg";3790.00;;;;;e2bTfTHZ6YaNBbKhdxax;;;0;0;0;0;;;;;;https://uralbasket.ru/baskets/tproduct/777339253-218427569662-pletyonaya-sumochka-silviya
